"Id","Name","Description","AlertingPolicy","Priority","FullProtectionSlaTimeMins","IsActive","PolicyName","PolicyDaysToKeep","PolicyDescription","LastBackupRunStatus","LastBackupRunName","LastBackupStartTime","LastBackupEndTime","LastBackupElapsedTime","LastBackupTotalSourceSizeGB","LastBackupTotalLogicalBackupSizeGB","LastCopyRunStatus","LastCopyRunName","LastCopyStartTime","LastCopyEndTime","LastCopyElapsedTime","LastCopyLogicalGBTransferred","LastCopyTotalLogicalSizeGB","TotalLogicalBackupSizeGB","SummaryAverageRuntime","SummaryFastestRunTime","SummarySlowestRunTime","SummaryNumSuccessfulRuns","SummaryTotalLogicalBackupSizeGB"
"3243901","remote_office_block_Glastonbury",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","cvww-ap01p.sigi.us.selective.com","3/12/2020 6:00:01 PM","3/12/2020 8:08:51 PM","02:08:50","579.87","579.87","KSuccess",,"3/12/2020 5:50:05 PM","3/12/2020 5:53:27 PM","00:03:22","0","22955.17","579.87","02:08:49","02:08:49","02:08:49","1","579.87"
"3252403","phy_file_prod_45d_8-30pm",,"KFailure","KMedium","720",,"prod_file_repl_az","45",,"KSuccess","mgmt090.sigi.us.selective.com","3/12/2020 8:30:00 PM","3/12/2020 8:57:01 PM","00:27:01","444.22","157.28","KSuccess","System.Object[]","3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","157.28","00:27:00","00:27:00","00:27:00","1","157.28"
"3252600","test_block_file_bkp_10pm",,"KFailure","KMedium","720",,"file_test","15",,"KSuccess","AP709","3/12/2020 10:00:01 PM","3/12/2020 10:16:44 PM","00:16:43","4970.97","169.99","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","169.99","00:16:42","00:16:42","00:16:42","1","169.99"
"3258419","vm_prod_90d_6pm",,"KFailure","KMedium","720",,"prod_90d","90",,,"AP709","3/12/2020 10:00:01 PM","3/12/2020 10:16:44 PM","00:16:43","4970.97","169.99","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","169.99","00:16:42","00:16:42","00:16:42",,"169.99"
"3258420","vm_prod_1year_6pm",,"KFailure","KMedium","720",,"prod_1year","365",,,"AP709","3/12/2020 10:00:01 PM","3/12/2020 10:16:44 PM","00:16:43","4970.97","169.99","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","169.99","00:16:42","00:16:42","00:16:42",,"169.99"
"3273773","prod_file_block_10pm",,"KFailure","KMedium","720",,"file_prod_45d","45",,"KFailure","COPP-IS01P","3/13/2020 4:51:33 AM","3/13/2020 5:17:12 AM","00:25:39","999.99","999.99","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","7607.65","01:50:53","01:50:53","01:50:53",,"7607.65"
"3279100","prod_proceed_block_11am","Don't change schedule since application team wanted this be at 11am","KFailure","KMedium","720",,"file_prod_45d","45",,"KSuccess","ap729.sigi.us.selective.com","3/13/2020 11:00:00 AM","3/13/2020 1:51:04 PM","02:51:04","3405.82","3405.82","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","3405.82","02:51:04","02:51:04","02:51:04","1","3405.82"
"3284169","nas_unity600_new_fs204",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-a-01.sigi.us.selective.com\new_fs204","3/13/2020 3:25:00 AM","3/13/2020 4:57:46 AM","01:32:46","0","242.04","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","242.04","01:32:45","01:32:45","01:32:45","1","242.04"
"3289551","test_proced_block_5am",,"KFailure","KMedium","720",,"file_test","15",,"KSuccess","AP728","3/13/2020 5:00:00 AM","3/13/2020 8:26:43 AM","03:26:43","3046.28","3046.28","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","3046.28","03:26:43","03:26:43","03:26:43","1","3046.28"
"3294695","remote_office_block_easthannover_2",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","CVWW-AP10P","3/12/2020 6:00:01 PM","3/12/2020 7:12:56 PM","01:12:55","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","01:12:55","01:12:55","01:12:55","1","40"
"3294697","remote_office_blcok_charlotte_2",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","CVWW-AP02P","3/12/2020 6:00:01 PM","3/12/2020 8:58:05 PM","02:58:04","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","02:58:03","02:58:03","02:58:03","1","40"
"3294712","remote_office_block_mountlaurel_2",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","CVWW-AP11P","3/12/2020 6:00:01 PM","3/12/2020 8:47:19 PM","02:47:18","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","02:47:17","02:47:17","02:47:17","1","40"
"3294713","remote_office_block_richmond_2",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","ECFP-WF01P","3/12/2020 6:00:01 PM","3/12/2020 9:02:52 PM","03:02:51","159.87","159.87","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","159.87","03:02:50","03:02:50","03:02:50","1","159.87"
"3294714","remote_office_block_scottsdale_2",,"KFailure","KMedium","720",,"Remote_Office_NoBlackout","45",,"KSuccess","CVWW-AP06P","3/12/2020 6:00:01 PM","3/12/2020 9:08:55 PM","03:08:54","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","03:08:53","03:08:53","03:08:53","1","40"
"3310796","remote_office_block_allentown_noc",,"KFailure","KMedium","720",,"noc_monthly","45",,,"CVWW-AP06P","3/12/2020 6:00:01 PM","3/12/2020 9:08:55 PM","03:08:54","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","03:08:53","03:08:53","03:08:53",,"40"
"3310803","remote_office_block_huntvalley_noc",,"KFailure","KMedium","720",,"noc_monthly","45",,,"CVWW-AP06P","3/12/2020 6:00:01 PM","3/12/2020 9:08:55 PM","03:08:54","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","03:08:53","03:08:53","03:08:53",,"40"
"3310805","remote_office_block_hamilton_noc",,"KFailure","KMedium","720",,"noc_monthly","45",,,"CVWW-AP06P","3/12/2020 6:00:01 PM","3/12/2020 9:08:55 PM","03:08:54","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","03:08:53","03:08:53","03:08:53",,"40"
"3310808","remote_office_block_charlotte_noc",,"KFailure","KMedium","720",,"noc_monthly","45",,,"CVWW-AP06P","3/12/2020 6:00:01 PM","3/12/2020 9:08:55 PM","03:08:54","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","03:08:53","03:08:53","03:08:53",,"40"
"3310810","remote_office_block_indianapolis_noc",,"KFailure","KMedium","720",,"noc_monthly","45",,,"CVWW-AP06P","3/12/2020 6:00:01 PM","3/12/2020 9:08:55 PM","03:08:54","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","03:08:53","03:08:53","03:08:53",,"40"
"3310812","remote_office_block_richmond1_noc",,"KFailure","KMedium","720",,"noc_monthly","45",,,"CVWW-AP06P","3/12/2020 6:00:01 PM","3/12/2020 9:08:55 PM","03:08:54","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","03:08:53","03:08:53","03:08:53",,"40"
"3310814","remote_office_block_richmond2_noc",,"KFailure","KMedium","720",,"noc_monthly","45",,,"CVWW-AP06P","3/12/2020 6:00:01 PM","3/12/2020 9:08:55 PM","03:08:54","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","03:08:53","03:08:53","03:08:53",,"40"
"3330633","remote_office_block_Scottsdale_noc",,"KFailure","KMedium","720",,"noc_monthly","45",,,"CVWW-AP06P","3/12/2020 6:00:01 PM","3/12/2020 9:08:55 PM","03:08:54","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","03:08:53","03:08:53","03:08:53",,"40"
"3333554","nas_unity600_fp706_snapshot",,"KFailure","KMedium","1440",,"nas_unity600_prod","45",,,"CVWW-AP06P","3/12/2020 6:00:01 PM","3/12/2020 9:08:55 PM","03:08:54","40","40","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","40","03:08:53","03:08:53","03:08:53",,"40"
"3637399","dc_system_state_bkp_10pm ",,"KFailure","KMedium","1200",,"DC_SYSTEMSTATE","45",,"KSuccess","RDC14","3/12/2020 10:30:01 PM","3/12/2020 10:37:13 PM","00:07:12","340","340","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","340","00:07:12","00:07:12","00:07:12","1","340"
"3678552","nas_unity600_immm-ap01p",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-A-01\immm-ap01p","3/12/2020 10:24:00 PM","3/12/2020 10:24:41 PM","00:00:41","0","0.06","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","0.06","00:00:41","00:00:41","00:00:41","1","0.06"
"3678594","nas_unity600_adsh-fs01p",,"KFailure","KMedium","720",,"nas_unity600_prod","45",,"KSuccess","\\nas0641-a-01\adsh-fs01p","3/12/2020 11:18:00 PM","3/13/2020 2:09:43 AM","02:51:43","0","53.85","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","53.85","02:51:43","02:51:43","02:51:43","1","53.85"
"3678595","nas_unity600_adsh-fs01t",,"KFailure","KMedium","720",,"nas_unity600_test","15",,"KSuccess","\\nas0641-b-01\adsh-fs01t","3/12/2020 11:20:00 PM","3/12/2020 11:21:43 PM","00:01:43","0","0","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","0","00:01:43","00:01:43","00:01:43","1","0"
"3678596","nas_unity600_immm-ap01t",,"KFailure","KMedium","720",,"nas_unity600_test","15",,"KSuccess","\\nas0641-b-01\immm-ap01t","3/12/2020 11:21:00 PM","3/12/2020 11:22:20 PM","00:01:20","0","0.11","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","0.11","00:01:20","00:01:20","00:01:20","1","0.11"
"3722243","Backup_Cohesity_archive_view",,"KFailure","KMedium","120",,"Archive_3_years","1095",,"KSuccess","cohesity_archive","3/13/2020 3:07:01 AM","3/13/2020 3:07:04 AM","00:00:03","389.32","389.32","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","389.32","00:00:03","00:00:03","00:00:03","1","389.32"
"3734902","testnasserver_snapshot",,"KFailure","KMedium","120",,"Bronze","45","This is the Bronze Policy",,"cohesity_archive","3/13/2020 3:07:01 AM","3/13/2020 3:07:04 AM","00:00:03","389.32","389.32","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","389.32","00:00:03","00:00:03","00:00:03",,"389.32"
"3948996","vm_test7pm",,"KFailure","KMedium","720",,"bronze_test","15",,"KSuccess","ESIR-AP269S","3/12/2020 7:00:01 PM","3/12/2020 8:48:23 PM","01:48:22","4960","4960","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","4960","01:48:21","01:48:21","01:48:21","1","4960"
"3969994","vm_prod_10pm",,"KFailure","KMedium","720",,"Bronze_NoBlackout","45",,"KSuccess","ESAP-IS309D","3/12/2020 10:00:01 PM","3/12/2020 10:20:59 PM","00:20:58","10588","10478","KSuccess",,"3/12/2020 8:54:10 PM","3/12/2020 9:18:19 PM","00:24:09","7.46","189.21","10478","00:20:57","00:20:57","00:20:57","1","10478"
"4058310","talg-fs01p_archive01_prod_view_repl_az",,"KFailure","KMedium","120",,"view_protection_prod_repl_az_90d","90",,"KSuccess","talg-fs01p_archive01","3/13/2020 12:34:02 AM","3/13/2020 12:34:02 AM","00:00:00","2263.82","2264.11","KSuccess","talg-fs01p_archive01","3/13/2020 12:34:06 AM","3/13/2020 12:47:48 AM","00:13:42","18.6","2264.11","2264.11","00:00:00","00:00:00","00:20:57","1","2264.11"
"4128915","prod_nas_file_repl_az",,"KFailure","KMedium","720",,"prod_file_repl_az","45",,"KSuccess","\\ap336\c$","3/13/2020 12:54:00 AM","3/13/2020 1:08:49 AM","00:14:49","0","128.44","KSuccess","System.Object[]","3/13/2020 1:00:07 AM","3/13/2020 1:11:41 AM","00:11:34","2.82","138.38","128.44","00:14:49","00:14:49","00:14:49","1","128.44"
"4202332","prod_aix_file_block",,"KFailure","KMedium","720",,"file_prod_45d","45",,"KSuccess","mgmt111","3/12/2020 9:24:00 PM","3/12/2020 9:28:23 PM","00:04:23","221.96","221.96","KSuccess",,"3/13/2020 1:00:07 AM","3/13/2020 1:11:41 AM","00:11:34","2.82","138.38","221.96","00:04:23","00:04:23","00:04:23","1","221.96"
"4217771","test_aix_file",,"KFailure","KMedium","720",,"file_test","15",,"KSuccess","cmmc-db02d.selective.com","3/13/2020 12:10:00 AM","3/13/2020 12:10:32 AM","00:00:32","2394.38","0.03","KSuccess",,"3/13/2020 1:00:07 AM","3/13/2020 1:11:41 AM","00:11:34","2.82","138.38","0.03","00:00:32","00:00:32","00:00:32","1","0.03"
"4227518","prod_file_block_test","This job is created for testing on server COPP-AP01P","KFailure","KMedium","720",,"file_prod_45d","45",,"KSuccess","COPP-AP01P","3/12/2020 10:00:01 PM","3/12/2020 10:03:02 PM","00:03:01","999.87","29.07","KSuccess",,"3/13/2020 1:00:07 AM","3/13/2020 1:11:41 AM","00:11:34","2.82","138.38","29.07","00:03:01","00:03:01","00:03:01","1","29.07"
